Store Name,Street Number,Street Name,Addl Address,City,State,Zip,County Name
Rineyville Farmer's Market,485,Rineyville School Rd,,Rineyville,KY,40162,HARDIN
Rio Grande Farm Park Farm Stand,6735,Hwy 17,,Alamosa,CO,81101,ALAMOSA
Rise Farm Share,58-03,Rockaway Beach Boulevard,,Arverne,NY,11692,QUEENS
Riseboro Farmers Market At Hope Ballfield,249,Grove St,,Brooklyn,NY,11237,KINGS
Riseboro Farmers Markets At Maria Hernandez,269,Knickerbocker Ave,,Brooklyn,NY,11237,KINGS
Rising Gardens Community Market,231,E Drake Ave,,Auburn,AL,36830,LEE
Rispoli's Produce,468,Walnut Springs Dr,,Williamsburg,PA,16693,BLAIR
River Art District Farmers Market,289,Lyman St,,Asheville,NC,28801,BUNCOMBE
River City Market & Music,201,E 4th Ave,,Post Falls,ID,83854,KOOTENAI
River Park Farmers Market,160,E Paseo Del Centro,,Fresno,CA,93720,FRESNO
River Street Market LLC,30,River St,,Petersburg,VA,23803,PETERSBURG
River Valley Farmer's Market,200,N Center Ave,Bloc,Hardin,MT,59034,BIG HORN
River Valley Farmers' Market,401,E Colfax Ave,,South Bend,IN,46617,ST JOSEPH
River's Edge Farmers Market,100,W Washington St,,Oregon,IL,61061,OGLE
Riverdale Park Farmers Market,4650,Queensbury Rd,,Riverdale,MD,20737,PRINCE GEORGES
Riverdale Y Sunday Market,4545,Independence Ave,,Bronx,NY,10471,BRONX
Riverhead Farmers Market,139,Main Rd,,Riverhead,NY,11901,SUFFOLK
Riverside Avondale Preservation's Ram,715,Riverside Park Pl,,Jacksonville,FL,32204,DUVAL
Riverside Farmers Market,925,Riverside Dr,,Reno,NV,89503,WASHOE
Riverview Farmers' Market,1,Bowers St,,Jersey City,NJ,07307,HUDSON
Riverwest Farmer's Market,2700,N Pierce St,,Milwaukee,WI,53212,MILWAUKEE
ROADRUNNER PARK FARMERS MARKET,3502,E Cactus Rd,,Phoenix,AZ,85032,MARICOPA
Rochester Farmers Market,35,Fair Grounds SE,,Rochester,MN,55904,OLMSTED
Rochester Farmers Market And Exchange,20,Park Row,,Rochester,VT,05767,WINDSOR
Rochester Farmers' Market,S,Main Street Rochester Commons,,Rochester,NH,03867,STRAFFORD
Rochester Public Library Farmers Market,1,Community Dr,,Rochester,IL,62563,SANGAMON
Rockcastle Farmers Market,245,E Main St,,Mount Vernon,KY,40456,ROCKCASTLE
Rockford CIty Farmers Market - RRDP,116,N Madison St,,Rockford,IL,61107,WINNEBAGO
Rockford City Market,1400,N Main St,,Rockford,IL,61103,WINNEBAGO
Rockford Farm Market,54,E Bridge St,,Rockford,MI,49341,KENT
Rockford Midtown Market,502,7th St,,Rockford,IL,61104,WINNEBAGO
Rockland Farmers' Market,1,Pleasant St,,Rockland,ME,04841,KNOX
Rockport Farmers Market,0,Broadway & Mt Pleasant St,Harvey Park,Rockport,MA,01966,ESSEX
Rockville Farmers Market,,Route 28 & Monroe Street,,Rockville,MD,20850,MONTGOMERY
Rocky Butte Farmers Market,9200,NE Fremont St,,Portland,OR,97220,MULTNOMAH
Roff Main Street Farmers Market,222,W Main St,,Roff,OK,74865,PONTOTOC
Rogers County Farmers Market,121,N Weenonah Ave,,Claremore,OK,74017,ROGERS
Rogers Local Food Market,216,S 1st St,,Rogers,AR,72756,BENTON
Rogue Valley Growers & Crafters Market,1701,S Pacific Hwy,,Medford,OR,97501,JACKSON
Rolette Farmers Market,601,1st Ave,,Rolette,ND,58366,ROLETTE
Rollinsford Winter Market,141,Rollins Rd,,Rollinsford,NH,03869,STRAFFORD
Romulus Farmers Market,11147,Hunt St,,Romulus,MI,48174,WAYNE
Roosevelt Community Youth Farm Stand,380,Nassau Rd,,Roosevelt,NY,11575,NASSAU
Roosevelt Farmers Market,91,W 100 N,,Roosevelt,UT,84066,DUCHESNE
Root For Health,349,Oak Dr,,New Cumberland,PA,17070,YORK
Rose City Farmer's Market,429,N Williams St,,Rose City,MI,48654,OGEMAW
Rose City Farmers Market,221,S Broadway Ave,,Tyler,TX,75702,SMITH
Rose District Farmers' Market,418,S Main St,,Broken Arrow,OK,74012,TULSA
Rosemead Certified Farmers Market,8838,Valley Blvd,,Rosemead,CA,91770,LOS ANGELES
Roslindale Farmers Market,4236,Washington St,,Roslindale,MA,02131,SUFFOLK
Roslyn Farmers Market,100,W Pennsylvania Ave,,Roslyn,WA,98941,KITTITAS
Rossmoor Farmers Market,1001,Golden Rain Rd,,Walnut Creek,CA,94595,CONTRA COSTA
Round The Bend Farm Farmers Market,92,Allen Neck Rd,,South Dartmouth,MA,02748,BRISTOL
Route 66 Farmers' Market,1300,Millcreek Rd,,Lebanon,MO,65536,LACLEDE
Route One Farmers Market,3745,Constellation Rd,,Lompoc,CA,93436,SANTA BARBARA
Rover Farm Fresh,1300,E Watson Dr,,Tempe,AZ,85283,MARICOPA
Roving Radish,3430,Courthouse Drive,,Ellicott City,MD,21043,HOWARD
Royal Oak Farmers Market,316,E 11 Mile Rd,,Royal Oak,MI,48067,OAKLAND
Rt639 Farmers Market,7278,Ladysmith Rd,,Ruther Glen,VA,22546,CAROLINE
Rural Advantage,308,S State St,,Fairmont,MN,56031,MARTIN
Rusk County Farmers Market,,E2nd St  Lake Ave W,,Ladysmith,WI,54848,RUSK
Russell Farms,2911,Vestal Rd,,Vestal,NY,13850,BROOME
"Russellville Community Market, Inc.",320,W C St,,Russellville,AR,72801,POPE
Russian River Farmers Mkt -Santa Rosa Orig Cert FM,16290,Fifth Street,,Guerneville,CA,95446,SONOMA
Rusted Gate Farm,5461,Upton Rd,,Central Point,OR,97502,JACKSON
Rutherford County Farmers Market,172,Park Sq,,Forest City,NC,28043,RUTHERFORD
Rutherford County Farmers' Market,315,John r Rice Blvd,Ste 101,Murfreesboro,TN,37129,RUTHERFORD
Rutland County Farmers Market,,Depot Park,near Walmart,Rutland,VT,05701,RUTLAND
"Rvag, Inc.",68,Broad Street Rd,,Manakin Sabot,VA,23103,GOOCHLAND
S B CERTIFIED FARMERS MK,,Corner of Santa Barbara and Cota,,SANTA BARBARA,CA,93101,SANTA BARBARA
Sacketts Farm Market Llc,20277,US Highway 50,,Rocky Ford,CO,81067,OTERO
Saco Farmers Market,4,Scamman St,Saco Valley Shopping Center,Saco,ME,04072,YORK
"Saffron Flats Farms, Llc",2445,Seneca Trail,,Hillsboro,WV,24946,POCAHONTAS
Saginaw Farmers Market,700,S Knowles St,,Saginaw,TX,76179,TARRANT
Saint Mary's Farmers Market,700,S 3rd St,,Columbus,OH,43206,FRANKLIN
Salamanca Farmers Market,768,Broad St,,Salamanca,NY,14779,CATTARAUGUS
Salem Farmers Market,32,Derby Sq,,Salem,MA,01970,ESSEX
Salem Farmers Market,3,E Main St,,Salem,VA,24153,SALEM
Salem Holiday Market,2330,17th St Ne,,Salem,OR,97301,MARION
Salem Nh Farmers Market,224,North Broadway,,Salem,NH,03079,ROCKINGHAM
Salem Public Market,1240,Rural Ave SE,,Salem,OR,97302,MARION
Salem Saturday Market,,corner of Summer and Marion st NE,,Salem,OR,97309,MARION
Salinas Valley Memorial Farmers Market,450,E Romie Ln,,Salinas,CA,93901,MONTEREY
Saline Farmers Market,100,S Ann Arbor St,,Saline,MI,48176,WASHTENAW
Salmon Creek Farmers' Market,1900,NE 154th St,,Vancouver,WA,98686,CLARK
San Antonio Food Bank Farmer's Market,5200,Enrique M Barrera Pkwy,,San Antonio,TX,78227,BEXAR
San Antonio Housing Auth FM - Palo Alto College,1400,W Villaret Blvd,,San Antonio,TX,78224,BEXAR
San Bernardino Farmers Market,261,W 40th St,,San Bernardino,CA,92407,SAN BERNARDINO
San Gorgonio Cfm,600,N Highland Springs Ave,,Banning,CA,92220,RIVERSIDE
San Jacinto Certified Farmers Market,2479,S San Jacinto Ave,,San Jacinto,CA,92583,RIVERSIDE
San Joaquin Certified Farmer's Market,4950,Pacific Ave,,Stockton,CA,95207,SAN JOAQUIN
San Jose Downtown Farmers' Market,450,1st Street,,San Jose,CA,95110,SANTA CLARA
San Leandro Downtown Farmers' Market,135,Parrott St,,San Leandro,CA,94577,ALAMEDA
San Marcos Farmers Market,251,North City Dr,Ste 128g,San Marcos,CA,92078,SAN DIEGO
San Mateo Farmers' Market,1700,West Hillsdale Blvd.,,San Mateo,CA,94401,SAN MATEO
San Pedro Farmers Market,638,S Beacon St,,San Pedro,CA,90731,LOS ANGELES
San Pedro Mile-hi Farmers' Market,2000,Alvarado Dr Ne,,Albuquerque,NM,87110,BERNALILLO
San Ramon Farmers Market,6000,Bollinger Canyon Rd,,San Ramon,CA,94583,CONTRA COSTA
Sandhills Farmers Market Of Spring Lake,230,Chapel Hill Rd,,Spring Lake,NC,28390,CUMBERLAND
Sanford Farmers' Market,800,Main St. (rt 109) And School St.,,Sanford,ME,04073,YORK
Sankofa Farmers Market,5029,Saint Claude Ave,,New Orleans,LA,70117,ORLEANS
Sankofa World Market,275,Elmwood Ave,,Providence,RI,02907,PROVIDENCE
Santa Clara Vmc,751,South Bascom Ave.,,Santa Clara,CA,95128,SANTA CLARA
Santa Clarita Certified Farmers' Market,26455,Rockwell Canyon Road,"College Of The Canyons, Parking Lot 5",Santa Clarita,CA,91355,LOS ANGELES
Santa Cruz Community Farmers Market,,CEDAR & LINCOLN ST,,SANTA CRUZ,CA,95061,SANTA CRUZ
Santa Fe Farmers Market,1607,Paseo De Peralta,Ste A,Santa Fe,NM,87501,SANTA FE
SANTA MONICA CERTIFIED FRMRS MKT,,ARIZONA AVE AT 2ND ST,,SANTA MONICA,CA,90401,LOS ANGELES
Santa Monica Farmers Market - Sat,,Arizona Avenue,,Santa Monica,CA,90401,LOS ANGELES
Santa Monica Farmers Market - Sun,2640,Main St,,Santa Monica,CA,90405,LOS ANGELES
Santa Monica Farmers Market - VAP-Pico,2200,Virginia Ave,,Santa Monica,CA,90404,LOS ANGELES
Santa Paula Certified Farmers Market,200,North 10th Street,,Santa Paula,CA,93061,VENTURA
Santa Rosa Certified Farmers Market,50,Mark West Springs Rd,,Santa Rosa,CA,95403,SONOMA
Santa Rosa Certified Farmers Market,1450,Guerneville Rd,,Santa Rosa,CA,95403,SONOMA
Santa Rosa Community Farmers Market,1351,Maple Ave,,Santa Rosa,CA,95404,SONOMA
Santa Rosa Farmers Market,244,S 4th St,,Santa Rosa,NM,88435,GUADALUPE
Santa Rosa Wednesday Night Market,25,Courthouse Square,Old,Santa Rosa,CA,95404,SONOMA
Santa Teresa Farmers' Market,6232,Santa Teresa Blvd,,San Jose,CA,95119,SANTA CLARA
Santana Row Farmers Market,378,Between Olin Ave & Olsen Dr.,,San Jose,CA,95128,SANTA CLARA
"Santee Certified Farmers Market, Inc.",9608,Carlton Hills Blvd,,Santee,CA,92071,SAN DIEGO
Sapulpa Main St Rte 66 FM/Uptown Sapulpa  Action,300,E Dewey Ave,,Sapulpa,OK,74066,CREEK
Sara Hardy Downtown Farmers Market,,E. Grandview Parkway,,Traverse City,MI,49684,GRAND TRAVERSE
Saracen Landing Farmers Market,200,Lake Saracen Drive,,Pine Bluff,AR,71601,JEFFERSON
Saratoga Farmers Market,14000,Fruitvale Ave,,Saratoga,CA,95070,SANTA CLARA
Saratoga Farmers Market Assoc Inc.,112,High Rock Ave,,Saratoga Springs,NY,12866,SARATOGA
Saratoga Prince Of Peace Farmers Market,12770,Saratoga Ave,,Saratoga,CA,95070,SANTA CLARA
Saticoy Farmers Market,11321,Violeta St,,Ventura,CA,93004,VENTURA
Saturday Farmers Market,621,N Garden Ave,,Sierra Vista,AZ,85635,COCHISE
Saturday Market By The River,100,Main St,,Red Bluff,CA,96080,TEHAMA
Saturday Morning Market at Steele Wines,4350,Thomas Dr & Hwy 29,,Finley,CA,95435,LAKE
Saturday San Luis Obispo Farmers' Market,325,Madonna Rd,,San Luis Obispo,CA,93405,SAN LUIS OBISPO
Saugerties Farmers Market,115,Main St,,Saugerties,NY,12477,ULSTER
Sauvie Island Farmers Market,14443,NW Charlton Rd,,Portland,OR,97231,MULTNOMAH
Schenectady Farmers Market,105,Jay Street,City Hall,Schenectady,NY,12305,SCHENECTADY
Schenectady Greenmarket,432,State St,,Schenectady,NY,12305,SCHENECTADY
Schoharie County Country Music Festival FM,942,E Main St,,Cobleskill,NY,12043,SCHOHARIE
Scissortail Park Farmers Market,300,SW 7th St,,Oklahoma City,OK,73109,OKLAHOMA
Scituate Farmers Market,600,Chief Justice Cushing Hwy,,Scituate,MA,02066,PLYMOUTH
Scotts Valley Farmers Market,360,Kings Village Rd,,Scotts Valley,CA,95066,SANTA CRUZ
Seaport Farmers Market,21,Stillings St,,Boston,MA,02210,SUFFOLK
Seaside Farmers Market,1120,Broadway St,,Seaside,OR,97138,CLATSOP
Sebastopol Certified Farmers Market,,Weeks Way,,Sebastopol,CA,95472,SONOMA
Second Street Farmers' Market,194,2nd St,,Amherst,VA,24521,AMHERST
Secotan Market,2868,NC Highway 345,,Wanchese,NC,27981,DARE
Sedalia Area Farmers Market,1900,S Limit Ave,,Sedalia,MO,65301,PETTIS
Sedro Woolley Farmers Market,,Intersection Of Ferry St And Metcalf St,Hammer Heritage Square,Sedro Woolley,WA,98284,SKAGIT
"Selma Farmers Market, LLC",10951,E Mountain View Ave,,Selma,CA,93662,FRESNO
Seneca Falls Farmers Market,,Peoples Park,,Seneca Falls,NY,13148,SENECA
Sequim Farmers and Artisans Market,152,W Cedar St,,Sequim,WA,98382,CLALLAM
Seward Farmers Market,529,Seward St,,Seward,NE,68434,SEWARD
Seymour Area Farmers Market,,Corner Walnut St & St Louis Ave,,Seymour,IN,47274,JACKSON
Seymour Missouri Farmers Market,100,W Market Street,,Seymour,MO,65746,WEBSTER
SFC Farmers Market Downtown,422,Guadalupe St,,Austin,TX,78701,TRAVIS
Sfc Farmers' Market At Sunset Valley,3200,Jones Rd,,Austin,TX,78745,TRAVIS
Shady Grove Farmers Market,JHU,Key West Ave & Broschart Rd,Johns Hopkins University Parking Lot,Rockville,MD,20850,MONTGOMERY
Shallow Creek Farm,758,Hwy 411,,Ranger,GA,30734,GORDON
Shastina Community Market,0000,Lakeside Dr.,Bill Hoy Family Park,Weed,CA,96094,SISKIYOU
Shawano Farmers Market,100,Presbyterian St,,Shawano,WI,54166,SHAWANO
Sheboygan County Interfaith Organization,1000,N 8th St & Erie St,Foutain Park,Sheboygan,WI,53081,SHEBOYGAN
Shelburne Falls Farmers Market,53,Main St,,Shelburne Falls,MA,01370,FRANKLIN
Shelter Cove Certified Farmers Market,533,Machi Rd,,Whitethorn,CA,95589,HUMBOLDT
Shelton Farmers Market,300,Franklin St,,Shelton,WA,98584,MASON
Shenandoah Valley Ag & Arts Community Resource Inc,411,S Muhlenberg St,,Woodstock,VA,22664,SHENANDOAH
Shepherdstown Farmers Market,1,S. King Street,,Shepherdstown,WV,25443,JEFFERSON
Sheridan Farmers Market,,Grinnell Plaza/street,,Sheridan,WY,82801,SHERIDAN
"Shiloh Farmers Market, Llc",5300,Philadelphia Dr,,Dayton,OH,45415,MONTGOMERY
Shinglekill Farmers Market,508,Mountain Ave,,Purling,NY,12470,GREENE
Shiprock Farmers' Market,N693,Us Hwy 64,,Shiprock,NM,87420,SAN JUAN
Shoreline Farmers Market Association,15415,Westminster Way N,,Shoreline,WA,98133,KING
Shorewood Farmers Market,4100,Estabrook Parkway,,Shorewood,WI,53211,MILWAUKEE
Shreveport Farmers' Market,101,Crockett St,Ste C,Shreveport,LA,71101,CADDO
Shrewsbury Farmers Market,98,Maple Ave,,Shrewsbury,MA,01545,WORCESTER
Sicangu Harvest Market,435,2nd Street,,Mission,SD,57555,TODD
Sierra County Farmer's Market,300,Riverside Drive,Ralph Edwards Park,Truth Or Consequences,NM,87901,SIERRA
Sierra Fresh Farmers' Markets Kaiser Morse Ave,2025,Morse Ave,,Sacramento,CA,95825,SACRAMENTO
Sierra Fresh Farmers' Markets Kaiser Point West,1650,Response Rd,,Sacramento,CA,95815,SACRAMENTO
"Sierra Vista Farmers Markets, Llc",3105,E Fry Blvd,,Sierra Vista,AZ,85635,COCHISE
Siloam Springs Farmers Market,205,E Jefferson St,,Siloam Springs,AR,72761,BENTON
Silver City Farmers Market,701,N Main St,,Silver City,NM,88062,GRANT
Silver Lake Cfm,1500,Griffith Park Blvd,,Los Angeles,CA,90026,LOS ANGELES
Silver Spring FreshFarm Markets,800,Ellsworth Dr,between Fenton St & Georgia Ave,Silver Spring,MD,20910,MONTGOMERY
Silverdale Farmers Market,9490,Silverdale Way NW,,Silverdale,WA,98383,KITSAP
Silverton Farmers Market,200,W Main St,,Silverton,OR,97381,MARION
Simi Valley City Hall Certified Farmers Market,2757,Tapo Canyon Rd,,Simi Valley,CA,93063,VENTURA
Sisters Farmers Market,150,N Fir St,,Sisters,OR,97759,DESCHUTES
Sitka Farmers Market,235,Katlian St,,Sitka,AK,99835,SITKA
Skagit Community Market Association,45821,Railroad Ave,,Concrete,WA,98237,SKAGIT
Skokie Farmers Market,5127,Oakton St,,Skokie,IL,60077,COOK
Skowhegan Farmers Market Alliance,42,Court St,Parking lot of Maine Grains,Skowhegan,ME,04976,SOMERSET
Small Farms Market Day,577,18th St,,Astoria,OR,97103,CLATSOP
Smathers Farmers & Public Market,118,Main St,,Canton,NC,28716,HAYWOOD
Snead Produce,801,2nd Ave E,,Oneonta,AL,35121,BLOUNT
Snohomish Farmers Market,105,Cedar St,,Snohomish,WA,98290,SNOHOMISH
Snuck Farm,504,W 1100 N,,Pleasant Grove,UT,84062,UTAH
Sobro Farmers Market,1917,E 46th St,,Indianapolis,IN,46205,MARION
Soco Farmers Market,3315,Hyland Ave,,Costa Mesa,CA,92626,ORANGE
Socorro Farmers Market,1002,Ake Ave,,Socorro,NM,87801,SOCORRO
Sodus Farmers Market,58,W Main St,,Sodus,NY,14551,WAYNE
Soky Marketplace,636,Center Street,,Bowling Green,KY,42101,WARREN
Solomons Farm,125,Sunset Ave,,Rocky Mount,NC,27804,NASH
Soma West Farmers Market,398,12th St,,San Francisco,CA,94103,SAN FRANCISCO
Somerville Winter Farmers Market,191,Highland Ave,,Somerville,MA,02143,MIDDLESEX
Sonoma Valley Farmers' Market,280,1st St W,,Sonoma,CA,95476,SONOMA
Sonoma's Tuesday Night Market,1,The Plz,,Sonoma,CA,95476,SONOMA
Soulfully Conscious Market,802,W 29th St,,Wilmington,DE,19802,NEW CASTLE
South Augusta - Journey Sherwood,3131,Old Louisville Rd,,Augusta,GA,30906,RICHMOND
South Bend Farmers Market,1105,Northside Blvd,,South Bend,IN,46615,ST JOSEPH
South Berwick Farmers Market,180,Main St,,South Berwick,ME,03908,YORK
South Durham Farmers' Market,5410,Nc Highway 55,,Durham,NC,27713,DURHAM
South East Area Farmers Market,900,Fuller Ave SE,,Grand Rapids,MI,49506,KENT
South End Farmers Market,20,Warren St,,Albany,NY,12202,ALBANY
South Gate Farmers Market,4855,Tweedy Blvd,,South Gate,CA,90280,LOS ANGELES
South Haven Farm Market,561,Huron St,,South Haven,MI,49090,VAN BUREN
South Kingstown Farmers Market,3281,Kingstown Road,,West Kingston,RI,02892,WASHINGTON
South Lake Tahoe Certified Farmers Market,2748,Young St,,South Lake Tahoe,CA,96150,EL DORADO
South Lansing Community Farmers Market,800,W Barnes Ave,,Lansing,MI,48910,INGHAM
SOUTH MEMPHIS FARMERS MARKET,1400,Mississippi Blvd,,Memphis,TN,38106,SHELBY
South Miami,6130,SW 72nd St,,South Miami,FL,33143,MIAMI DADE
South Pasadena Farmers' Market,913,Meridian Ave,,South Pasadena,CA,91030,LOS ANGELES
South Pearl Street Farmers Market,1581,S Pearl St,,Denver,CO,80210,DENVER
South Perry Farmers' Market,924,S Perry St,,Spokane,WA,99202,SPOKANE
South Points Farmers Market,4148,Taylor Blvd,,Louisville,KY,40215,JEFFERSON
South Shore Farmer's Market Inc,7900,South Shore Dr,,Chicago,IL,60649,COOK
South Shore Farmers Market,2900,S Shore Dr,,Milwaukee,WI,53207,MILWAUKEE
South Side Family Farms,1000,E Deshler Ave,,Columbus,OH,43206,FRANKLIN
South Side Farmers Market,3300,Warsaw St,,Fort Wayne,IN,46806,ALLEN
South Side Farmers' Market,509,Cedar Ave,,Scranton,PA,18505,LACKAWANNA
South St Petersburg Marketplace,642,22nd St S,,Saint Petersburg,FL,33712,PINELLAS
South St. Joseph Farmers Market At The Junction,323,Illinois Ave,,Saint Joseph,MO,64504,BUCHANAN
South Valley Farmers Market Association,701,E Main St,,Cottage Grove,OR,97424,LANE
"South Valley Growers' Association, Inc.",3907,Isleta Blvd Sw,,Albuquerque,NM,87105,BERNALILLO
South Wasco Farmers Market,57594,Tygh Valley Rd,,Tygh Valley,OR,97063,WASCO
South Waterfront Community Relations,3715,SW River Pkwy,,Portland,OR,97239,MULTNOMAH
South Wedge Farmers Market,357,Gregory St,,Rochester,NY,14620,MONROE
South Whidbey Tilth,2812,Thompson Rd,,Langley,WA,98260,ISLAND
South Windsor Farmers Market,220,Nevers Rd,,South Windsor,CT,06074,HARTFORD
Southeast Community Farmers Market,619,21st St,,Newport News,VA,23607,NEWPORT NEWS
Southeast Growers And Farmers Market,2800,Brice Rd,,Reynoldsburg,OH,43068,FRANKLIN
Southeast Long Beach Farmers' Market,6530,Marina Dr,,Long Beach,CA,90803,LOS ANGELES
Southend Market At Atherton,2000,South Blvd,,Charlotte,NC,28203,MECKLENBURG
Southern Colorado Farmer's Market And Craft Fair,1500,N Santa Fe Ave,,Pueblo,CO,81003,PUEBLO
Southern Heritage Farmers Market,22471,La-16,,Amite City,LA,70422,TANGIPAHOA
Southern Towers Farmers' Market,4901,Seminary Rd,,Alexandria,VA,22311,ALEXANDRIA
Southside Community Garden Market,133,Livingston St,,Asheville,NC,28801,BUNCOMBE
Southside Farmers Market,2301,Pasco St,,Tallahassee,FL,32310,LEON
Southside Fresh Market,2184,9th Ave S,,Saint Petersburg,FL,33712,PINELLAS
Southside Inner City Mission FM,7445,S South Chicago Ave,,Chicago,IL,60619,COOK
"Sowing Growth, Inc",228,N Putnam St,,Williamston,MI,48895,INGHAM
Sowing Seeds Growing Futures Farmer's Market,18950,Joy Rd,,Detroit,MI,48228,WAYNE
Spaces Of Opportunity Our Harvest Market,1200,W Vineyard Rd,,Phoenix,AZ,85041,MARICOPA
Spanish Fork Farmer's Market,755,W Center St,,Spanish Fork,UT,84660,UTAH
Sparta Farmers Market,89,Sparta Ave,18 Lakeview Road,Sparta,NJ,07871,SUSSEX
"Specca Farms, Llc",870 J,Jacksonville-mt. Holly Rd,,Bordentown,NJ,08505,BURLINGTON
Spencer Creek Community Growers Market,86013,Lorane Hwy,,Eugene,OR,97405,LANE
Spencer Farmers Market,1019,S Grand Ave,,Spencer,IA,51301,CLAY
Spirit Lake Mobile Farmers Market,7296,Nd-57,,Fort Totten,ND,58335,BENSON
Spokane Farmers Market,36,W 5th Ave,,Spokane,WA,99204,SPOKANE
Spokane Valley Farmers Market,2426,N Discovery Pl,,Spokane Valley,WA,99216,SPOKANE
Spotsylvania Farmers Market,4600,Spotsylvania Pkwy,,Fredericksburg,VA,22408,SPOTSYLVANIA
SPOTSYLVANIA FARMERS MARKET,12150,Gordon Rd,,Fredericksburg,VA,22407,SPOTSYLVANIA
Spotted Pig Holler U Pick,75,Green Lane Dr,,Kents Store,VA,23084,LOUISA
Spradlin Farm,2105,County Road 1242,,Vinemont,AL,35179,CULLMAN
Spring Garden Farm Market,880,N Spring Garden Ave,,Deland,FL,32720,VOLUSIA
Spring Hill Farmers Market Inc,3021,Commercial Way,,Spring Hill,FL,34606,HERNANDO
Spring Lake Farm & Garden Market,225,E Exchange St,,Spring Lake,MI,49456,OTTAWA
Spring Valley Farm And Orchard,2454,Northwestern Pike,,Winchester,VA,22603,FREDERICK
Spring Valley Farm And Orchard,1793,Dry Run Rd,,Martinsburg,WV,25403,BERKELEY
Spring Valley Farm And Orchard,22580,Northwestern Pike,,Romney,WV,26757,HAMPSHIRE
Spring Valley Martinsburg,1793,Dry Run Rd,,Martinsburg,WV,25403,BERKELEY
Springdale Farmer's Market,922,E Emma Ave,,Springdale,AR,72764,WASHINGTON
Springfield Farmers Market,117,S Fountain Ave,,Springfield,OH,45502,CLARK
Springfield Farmers Market,6699,Spring Mall Rd,,Springfield,VA,22150,FAIRFAX
Sprout Farmers Market,609,13th Ave NE,Ste 8,Little Falls,MN,56345,MORRISON
SRDS Farmers' Market,17011,Bollinger Canyon Rd,,San Ramon,CA,94582,CONTRA COSTA
St Augustine Amp Farmers Market,1340C,A1a S,,Saint Augustine,FL,32080,ST JOHNS
St Charles Farmers Marketplace,110,W Spruce St,,Saint Charles,MI,48655,SAGINAW
St Helena Farmers Market,360,Crane Ave,Crane Park,St Helena,CA,94574,NAPA
St Helena Farmers Market,1344,Old Highway 10,,Greensburg,LA,70441,ST HELENA
St Johns Farmers Market,,N Lombard St and Philadelphia St,,Portland,OR,97203,MULTNOMAH
St Paul Growers Association Inc,290,5th St E,,Saint Paul,MN,55101,RAMSEY
St Petersburg Saturday Morning Market,180,2nd Ave SE,,Saint Petersburg,FL,33701,PINELLAS
St. Cloud Area Farmers Market,151,6th Avenue South,Lady Slipper Parking Lot,St. Cloud,MN,56301,STEARNS
St. Croix Falls Farmers Market,230,S Washington St,,Saint Croix Falls,WI,54024,POLK
St. George Downtown Farmers Market,2,W Saint George Blvd,,Saint George,UT,84770,WASHINGTON
St. Joseph Farmers Market,610,County Road 2,,Saint Joseph,MN,56374,STEARNS
St. Louis Farmers Market,300,N Mill St,,Saint Louis,MI,48880,GRATIOT
St. Luke's Farmers' Market,1807,Field Ave,,Saint Paul,MN,55116,RAMSEY
St. Mary's Park Farmers Market,,East 149th St.,,Bronx,NY,10455,BRONX
St. Michaels Farmers Market Inc,111,Freemont St,,Saint Michaels,MD,21663,TALBOT
St.albans Bay Farmers Market,596,Lake Rd,Bay Park,Saint Albans,VT,05478,FRANKLIN
Stable 41 Farmers Market,214,1st St,,Fort Oglethorpe,GA,30742,CATOOSA
Stadium Development Company-Market At The Gateway,6198,N Mack Smith Rd,,Chattanooga,TN,37412,HAMILTON
Stafford Area Farmers & Crafters Market,153,W Stafford Rd,,Stafford Springs,CT,06076,TOLLAND
Stamford Downtown Farmers Market,21,Spring St,,Stamford,CT,06901,FAIRFIELD
Stamford Farmers Cooperative Farmers Market,6,South St,,Stamford,NY,12167,DELAWARE
Stanley Farmers Market,536,1st St Sw,,Stanley,ND,58784,MOUNTRAIL
Stanly Commons Farmers' Market,1000,N 1st St,,Albemarle,NC,28001,STANLY
Stanwood Farmers Market,8727,271st St NW,,Stanwood,WA,98292,SNOHOMISH
Staples Area Farmers Market,49725,County 83,,Staples,MN,56479,TODD
Star Farm Fresh Market,934,W 50th Pl,,Chicago,IL,60609,COOK
State Street Farmer's Market,810,State St,,Bristol,TN,37620,SULLIVAN
Statesboro Main Street Farmers Market,2,E Main St,,Statesboro,GA,30458,BULLOCH
Statesville Family Ymca Cultivation Garden,828,Wesley Dr,,Statesville,NC,28677,IREDELL
Staunton Farmers' Market,101,W Johnson St,,Staunton,VA,24401,STAUNTON
Staunton-augusta Health Department Farmer's Market,1414,N Augusta St,,Staunton,VA,24401,STAUNTON
Steep Falls Farmers Market,2,Main St,,Steep Falls,ME,04085,CUMBERLAND
"Stelly's Organic Farm, LLC",109,Alleman Dr,,Lafayette,LA,70506,LAFAYETTE
Stevenson Farmers' Market,140,SW Cascade Ave,,Stevenson,WA,98648,SKAMANIA
Stone Mountain Farmers Market,922,Main St,,Stone Mountain,GA,30083,DEKALB
Stonecrest Fresh Farmers Market,2929,Turner Hill Rd,,Stonecrest,GA,30038,DEKALB
Stonestown Farmers Market/Ag Institute of Marin,3251,20th Avenue,,San Francisco,CA,94132,SAN FRANCISCO
